tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
08-08-2026,00:00,16.0,Cerah,92.0,6.5
08-08-2026,01:00,16.0,Cerah,92.0,6.5
08-08-2026,02:00,16.0,Cerah,92.0,6.5
08-08-2026,03:00,16.0,Cerah Berawan,93.0,7.8
08-08-2026,04:00,16.0,Cerah Berawan,93.0,7.8
08-08-2026,05:00,16.0,Cerah Berawan,93.0,7.8
08-08-2026,06:00,18.0,Cerah Berawan,86.0,6.9
08-08-2026,07:00,18.0,Cerah Berawan,86.0,6.9
08-08-2026,08:00,18.0,Cerah Berawan,86.0,6.9
08-08-2026,09:00,22.0,Cerah Berawan,69.0,14.2
08-08-2026,10:00,22.0,Cerah Berawan,69.0,14.2
08-08-2026,11:00,22.0,Cerah Berawan,69.0,14.2
08-08-2026,12:00,23.0,Cerah Berawan,65.0,14.2
08-08-2026,13:00,23.0,Cerah Berawan,65.0,14.2
08-08-2026,14:00,23.0,Cerah Berawan,65.0,14.2
08-08-2026,15:00,22.0,Berawan,69.0,8.1
08-08-2026,16:00,22.0,Berawan,69.0,8.1
08-08-2026,17:00,22.0,Berawan,69.0,8.1
08-08-2026,18:00,18.0,Berawan,89.0,8.1
08-08-2026,19:00,18.0,Berawan,89.0,8.1
08-08-2026,20:00,18.0,Berawan,89.0,8.1
08-08-2026,21:00,17.0,Cerah Berawan,89.0,3.7
08-08-2026,22:00,17.0,Cerah Berawan,89.0,3.7
08-08-2026,23:00,17.0,Cerah Berawan,89.0,3.7
