tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
23-07-2026,00:00,15.0,Cerah,97.0,1.2
23-07-2026,01:00,15.0,Cerah,97.0,1.2
23-07-2026,02:00,15.0,Cerah,97.0,1.2
23-07-2026,03:00,15.0,Cerah,95.0,0.3
23-07-2026,04:00,15.0,Cerah,95.0,0.3
23-07-2026,05:00,15.0,Cerah,95.0,0.3
23-07-2026,06:00,19.0,Cerah,81.0,0.9
23-07-2026,07:00,19.0,Cerah,81.0,0.9
23-07-2026,08:00,19.0,Cerah,81.0,0.9
23-07-2026,09:00,23.0,Cerah,54.0,7.7
23-07-2026,10:00,23.0,Cerah,54.0,7.7
23-07-2026,11:00,23.0,Cerah,54.0,7.7
23-07-2026,12:00,25.0,Cerah,52.0,7.7
23-07-2026,13:00,25.0,Cerah,52.0,7.7
23-07-2026,14:00,25.0,Cerah,52.0,7.7
23-07-2026,15:00,22.0,Cerah Berawan,70.0,3.8
23-07-2026,16:00,22.0,Cerah Berawan,70.0,3.8
23-07-2026,17:00,22.0,Cerah Berawan,70.0,3.8
23-07-2026,18:00,18.0,Cerah Berawan,92.0,3.8
23-07-2026,19:00,18.0,Cerah Berawan,92.0,3.8
23-07-2026,20:00,18.0,Cerah Berawan,92.0,3.8
23-07-2026,21:00,17.0,Cerah Berawan,97.0,2.1
23-07-2026,22:00,17.0,Cerah Berawan,97.0,2.1
23-07-2026,23:00,17.0,Cerah Berawan,97.0,2.1
