tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
18-07-2026,BMKG,BMKG,00:00,2026-07-18 02:00:00,16.0,97.0,,0.7,120.0,0.6819,Berawan,Berawan
18-07-2026,BMKG,BMKG,01:00,2026-07-18 02:00:00,16.0,97.0,,0.7,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,02:00,2026-07-18 02:00:00,16.0,97.0,,0.7,0.0,1.2399,Berawan,Berawan
18-07-2026,BMKG,BMKG,03:00,2026-07-18 02:00:00,16.0,97.0,,0.7,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,04:00,2026-07-18 05:00:00,16.0,97.0,,1.6,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,05:00,2026-07-18 05:00:00,16.0,97.0,,1.6,0.0,1.2399,Berawan,Berawan
18-07-2026,BMKG,BMKG,06:00,2026-07-18 05:00:00,16.0,97.0,,1.6,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,07:00,2026-07-18 08:00:00,20.0,84.0,,1.6,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,08:00,2026-07-18 08:00:00,20.0,84.0,,1.6,0.0,1.2399,Berawan,Berawan
18-07-2026,BMKG,BMKG,09:00,2026-07-18 08:00:00,20.0,84.0,,1.6,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,10:00,2026-07-18 11:00:00,22.0,77.0,,3.9,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,11:00,2026-07-18 11:00:00,22.0,77.0,,3.9,0.0,1.2399,Berawan,Berawan
18-07-2026,BMKG,BMKG,12:00,2026-07-18 11:00:00,22.0,77.0,,3.9,60.0,0.9299,Berawan,Berawan
18-07-2026,BMKG,BMKG,13:00,2026-07-18 14:00:00,20.0,94.0,,3.9,60.0,0.9299,Hujan Ringan,Hujan Ringan
18-07-2026,BMKG,BMKG,14:00,2026-07-18 14:00:00,20.0,94.0,,3.9,0.0,1.2399,Hujan Ringan,Hujan Ringan
18-07-2026,BMKG,BMKG,15:00,2026-07-18 14:00:00,20.0,94.0,,3.9,60.0,0.9299,Hujan Ringan,Hujan Ringan
18-07-2026,BMKG,BMKG,16:00,2026-07-18 17:00:00,18.0,96.0,,3.4,60.0,0.9299,Hujan Ringan,Hujan Ringan
18-07-2026,BMKG,BMKG,17:00,2026-07-18 17:00:00,18.0,96.0,,3.4,0.0,1.2399,Hujan Ringan,Hujan Ringan
