tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-09-2026,00:00,23.0,Cerah,96.0,2.6
20-09-2026,01:00,23.0,Cerah,96.0,2.6
20-09-2026,02:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,03:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,04:00,22.0,Udara Kabur,96.0,3.5
20-09-2026,05:00,23.0,Udara Kabur,93.0,3.1
20-09-2026,06:00,23.0,Udara Kabur,93.0,3.1
20-09-2026,07:00,23.0,Udara Kabur,93.0,3.1
20-09-2026,08:00,29.0,Udara Kabur,63.0,3.1
20-09-2026,09:00,29.0,Udara Kabur,63.0,3.1
20-09-2026,10:00,29.0,Udara Kabur,63.0,3.1
20-09-2026,11:00,30.0,Cerah,59.0,10.0
20-09-2026,12:00,30.0,Cerah,59.0,10.0
20-09-2026,13:00,30.0,Cerah,59.0,10.0
20-09-2026,14:00,26.0,Cerah Berawan,81.0,10.0
20-09-2026,15:00,26.0,Cerah Berawan,81.0,10.0
20-09-2026,16:00,26.0,Cerah Berawan,81.0,10.0
20-09-2026,17:00,24.0,Udara Kabur,95.0,2.3
20-09-2026,18:00,24.0,Udara Kabur,95.0,2.3
20-09-2026,19:00,24.0,Udara Kabur,95.0,2.3
20-09-2026,20:00,23.0,Udara Kabur,97.0,2.3
20-09-2026,21:00,23.0,Udara Kabur,97.0,2.3
20-09-2026,22:00,23.0,Udara Kabur,97.0,2.3
20-09-2026,23:00,23.0,Udara Kabur,97.0,2.3
